ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEAD-M100JAAD/PUZ-ZM100YKA-A,,,MITSUBISHI ELECTRIC,1.9,Ducted,Single Split System,,Air,Air,Thailand,3.13,8.1,10,732,0,0,0,250,3.06,11.2,Enthalpy Test Room,3.6666,4.3124,TRUE,55.2,,44,44,4.833625219,0,,,,3.499993891,4.11212969,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119437,02/03/2024,,Approved,Reverse Cycle,1400,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.6666,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3803,,Variable output compressor,Inverter,,,,3.13,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.4905
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEAD-M125JAA/PUZ-ZM125YKA-A,,,MITSUBISHI ELECTRIC,2.75,Ducted,Single Split System,,Air,Air,Thailand,3.66,9.75,12.5,732,0,0,0,250,3.52,14,Enthalpy Test Room,3.4928,4.0192,TRUE,0,,44,44,0,0,,,,3.355445524,3.855245261,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119457,04/03/2024,,Approved,Reverse Cycle,1400,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.4928,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3820,,Variable output compressor,Inverter,,,,3.66,,,,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2819,3.816
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEAD-M125JAAD/PUZ-ZM125YKA-A,,,MITSUBISHI ELECTRIC,2.75,Ducted,Single Split System,,Air,Air,Thailand,3.66,9.75,12.5,732,0,0,0,250,3.52,14,Enthalpy Test Room,3.4737,4.0192,TRUE,0,,44,44,0,0,,,,3.33778863,3.855245261,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119458,28/02/2024,,Approved,Reverse Cycle,1400,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.4737,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3798,,Variable output compressor,Inverter,,,,3.66,,,,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2819,3.816
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEA-M125GAA/PUZ-ZM125YKA-A,,,MITSUBISHI ELECTRIC,1,Ducted,Single Split System,,Air,Air,Thailand,3.52,11.5,12.5,634,0,0,0,400,3.27,14,Enthalpy Test Room,3.9691,4.2963,TRUE,0,,44,44,0,0,,,,3.791031812,4.110151716,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119459,02/03/2024,,Approved,Reverse Cycle,1400,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.9691,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3802,,Variable output compressor,Inverter,,,,3.52,,,,,,,,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4072,4.0951
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,PLA-M125EA-A/PUZ-ZM125YKA-A,,,MITSUBISHI ELECTRIC,3.62,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,3.55,8.88,12.5,840,0,0,0,298,3.58,14,Enthalpy Test Room,3.7701,3.9445,TRUE,0,,44,44,0,0,,,,3.609185243,3.786557264,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119460,05/03/2024,,Approved,Reverse Cycle,840,Class 5,TRUE,,,TRUE,TRUE,TRUE,,3.7701,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3821,,Variable output compressor,Inverter,,,,3.55,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3795,3.7546
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,PCA-M125KA/PUZ-ZM125YKA-A,,,MITSUBISHI ELECTRIC,3.87,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.77,8.63,12.5,680,0,0,0,230,4.22,14,Enthalpy Test Room,3.336,3.3241,TRUE,53.2,,44,44,4.102405922,0,,,,3.209127731,3.212406661,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119461,02/03/2024,,Approved,Reverse Cycle,1600,Class 5,TRUE,,,TRUE,TRUE,TRUE,,3.336,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3801,,Variable output compressor,Inverter,,,,3.77,,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1898,3.2046
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEAD-M140JAA/PUZ-ZM140YKA-A,,,MITSUBISHI ELECTRIC,2.94,Ducted,Single Split System,,Air,Air,Thailand,4.37,11.06,14,732,0,0,0,250,4.18,16,Enthalpy Test Room,3.4132,4.0558,TRUE,53,,44,44,4.532681735,0,,,,3.296440433,3.911548358,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119479,04/03/2024,,Approved,Reverse Cycle,1600,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.4132,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3819,,Variable output compressor,Inverter,,,,4.37,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0982,3.6962
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEAD-M140JAAD/PUZ-ZM140YKA-A,,,MITSUBISHI ELECTRIC,2.94,Ducted,Single Split System,,Air,Air,Thailand,4.37,11.06,14,732,0,0,0,250,4.18,16,Enthalpy Test Room,3.397,4.0558,TRUE,53,,44,44,4.477972239,0,,,,3.281345874,3.911548358,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119481,04/03/2024,,Approved,Reverse Cycle,1600,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.397,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3815,,Variable output compressor,Inverter,,,,4.37,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0982,3.6962
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEA-M140GAA/PUZ-ZM140YKA-A,,,MITSUBISHI ELECTRIC,2.1,Ducted,Single Split System,,Air,Air,Thailand,4.1,11.9,14,634,0,0,0,400,3.9,16,Enthalpy Test Room,3.741,4.2223,TRUE,0,,44,44,0,0,,,,3.600052689,4.066004103,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119483,04/03/2024,,Approved,Reverse Cycle,1400,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.741,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3818,,Variable output compressor,Inverter,,,,4.1,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2951,3.9519
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,PLA-M140EA-A/PUZ-ZM140YKA-A,,,MITSUBISHI ELECTRIC,4.18,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,3.93,9.32,13.5,840,0,0,0,298,4.48,16,Enthalpy Test Room,3.4402,3.5764,TRUE,0,,44,44,0,0,,,,3.314674542,3.46141543,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119484,01/03/2024,,Approved,Reverse Cycle,840,Class 5,TRUE,,,TRUE,TRUE,TRUE,,3.4402,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3800,,Variable output compressor,Inverter,,,,3.93,,,,,,,,,,,,,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3099,3.4567
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,PCA-M140KA/PUZ-ZM140YKA-A,,,MITSUBISHI ELECTRIC,4.32,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,4.15,9.18,13.5,680,0,0,0,230,4.72,16,Enthalpy Test Room,3.4159,3.4336,TRUE,56,,44,44,4.532374101,0,,,,3.294786115,3.32858976,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119485,04/03/2024,,Approved,Reverse Cycle,1600,Class 5,TRUE,,,TRUE,TRUE,TRUE,,3.4159,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3817,,Variable output compressor,Inverter,,,,4.15,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1405,3.2863
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,FDC280KXE6,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",3.56,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,8.41,24.44,28,,0,,,,8.53,31.5,Enthalpy Test Room,3.4763,3.8511,TRUE,,,40,40,0,0,,,,3.416516234,3.786340104,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",119491,12/03/2024,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.4763,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,TRUE,,,AAC3838,,"Variable output compressor,Variable speed fan systems",Inverter,,,,8.41,,,,,,,,,,,,,,,,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2767,3.6352
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,FDC224KXE6,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",2.24,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,5.8,20.16,22.4,,0,,,,6.2,25,Enthalpy Test Room,3.6544,4.0678,TRUE,,,40,40,0,0,,,,3.572541092,3.976670201,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",119493,12/03/2024,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.6544,Available,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,TRUE,,,AAC3839,,"Variable output compressor,Multiple compressors",Inverter,,,,5.8,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7741,3.9462
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,REYQ22TAY1 / FXFSQ50AVM,,,DAIKIN,8.84,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,16.58,52.66,61.5,,0,0,0,,17.34,69,Enthalpy Test Room,3.6995,3.9472,TRUE,0,,143,157,0,0,,,,3.591272555,3.826798914,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",119496,05/03/2024,,Approved,Reverse Cycle,,Class 12,FALSE,,TRUE,,,,DTA104A61,3.6995,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,TRUE,,,AAC3823,,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,,,,16.58,,,,,,,,,,,,,,,,,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6042,3.8611
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,PCA-M100KA/PUZ-ZM100YKA-A,,,MITSUBISHI ELECTRIC,2.7,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.08,7.3,10,680,0,0,0,230,3.28,11.2,Enthalpy Test Room,3.6435,3.6988,TRUE,57.5,,44,44,4.918733961,0,,,,3.475680765,3.52606385,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119512,05/03/2024,,Approved,Reverse Cycle,1600,Class 5,TRUE,,,TRUE,TRUE,TRUE,,3.6435,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3827,,Variable output compressor,Inverter,,,,3.08,,,,,,,,,,,,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0972,3.2665
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,PLA-M100EA-A/PUZ-ZM100YKA-A,,,MITSUBISHI ELECTRIC,2.6,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,3.06,7.4,10,840,0,0,0,298,3.05,11.2,Enthalpy Test Room,3.6286,3.7276,TRUE,56,,44,44,5.151793928,0,,,,3.460015242,3.554128647,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",119513,12/03/2024,,Approved,Reverse Cycle,840,Class 5,TRUE,,,TRUE,TRUE,TRUE,,3.6286,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,,,AAC3840,,Variable output compressor,Inverter,,,,3.06,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1165,3.5014
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-3.5HNBRKQ1/RCI-1.0FSKDNQ/RCI-1.5FSKDNQ,,,HITACHI,1.6,Non Ducted,Multiple split - VRF,,Air,Air,China,2.75,8.4,10,,0,0,0,,2.66,11,Enthalpy Test Room,3.7021,3.9162,TRUE,0,,39,39,0,0,,,,3.536379134,3.73733035,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",119527,05/09/2024,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.7021,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4204,,Variable output compressor,Inverter,,,,2.75,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,3.9401
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-4.0HNBRKQ1/RCI-1.0FSKDNQ,,,HITACHI,1.79,Non Ducted,Multiple split - VRF,,Air,Air,China,2.73,9.41,11.2,,0,0,0,,3,12.5,Enthalpy Test Room,3.9423,4.2111,TRUE,0,,46,46,0,0,,,,3.735651564,3.999054245,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",119528,05/09/2024,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.9423,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4205,,Variable output compressor,Inverter,,,,2.73,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8815,3.9614
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-4.5HNBRKQ1/RCI-1.0FSKDNQ/RCI-1.5FSKDNQ,,,HITACHI,1.92,Non Ducted,Multiple split - VRF,,Air,Air,China,3.14,10.08,12,,0,0,0,,3.34,14,Enthalpy Test Room,3.6737,4.0196,TRUE,0,,46,46,0,0,,,,3.505254343,3.844755041,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",119529,05/09/2024,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.6737,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4206,,Variable output compressor,Inverter,,,,3.14,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6414,4.0052
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-5.0HNBRKQ1/RCI-1.0FSKDNQ/RCI-1.5FSKDNQ,,,HITACHI,2.24,Non Ducted,Multiple split - VRF,,Air,Air,China,3.6,11.76,14,,0,0,0,,3.8,16,Enthalpy Test Room,3.6621,3.9665,TRUE,0,,46,46,0,0,,,,3.513284607,3.813672723,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",119530,06/09/2024,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.6621,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4207,,Variable output compressor,Inverter,,,,3.6,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7279,4.045
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-6.5HNBRKQ1/RCI-1.0FSKDNQ/RCI-1.5FSKDNQ/RCI-3.0FSKDNQ,,,HITACHI,2.88,Non Ducted,Multiple split - VRF,,Air,Air,China,5.34,15.12,18,,0,0,0,,4.92,20,Enthalpy Test Room,3.3769,3.8538,TRUE,0,,46,46,0,0,,,,3.283084531,3.73960057,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",119534,27/06/2024,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.3769,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4069,,Variable output compressor,Inverter,,,,5.34,,,,,,,,,,,,,,,,,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2754,3.9405
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-7.0HNBRMQ1/RCI-1.5FSKDNQ/RCI-2.0FSKDNQ,,,HITACHI,3.2,Non Ducted,Multiple split - VRF,,Air,Air,China,5.4,16.8,20,,0,0,0,,5.6,22.4,Enthalpy Test Room,3.5742,3.9038,TRUE,0,,98,98,0,0,,,,3.366319944,3.681204426,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",119536,27/06/2024,,Approved,Reverse Cycle,,Class 11,TRUE,,,TRUE,FALSE,FALSE,,3.5742,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4071,,Variable output compressor,Inverter,,,,5.4,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4896,3.7766
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-8.0HNBRMQ1/RCI-1.5FSKDNQ/RCI-2.0FSKDNQ,,,HITACHI,3.58,Non Ducted,Multiple split - VRF,,Air,Air,China,6.38,18.82,22.4,,0,0,0,,6.04,25,Enthalpy Test Room,3.4095,3.8782,TRUE,0,,102,102,0,0,,,,3.237847121,3.672943575,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",119537,27/06/2024,,Approved,Reverse Cycle,,Class 11,TRUE,,,TRUE,FALSE,FALSE,,3.4095,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4073,,Variable output compressor,Inverter,,,,6.38,,,,,,,,,,,,,,,,,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.331,3.9156
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-10HNBRMQ1/RCI-1.5FSKDNQ/RCI-3.0FSKDNQ,,,HITACHI,4.5,Non Ducted,Multiple split - VRF,,Air,Air,China,7.84,23.6,28.1,,0,0,0,,8.19,31.5,Enthalpy Test Room,3.3297,3.6001,TRUE,0,,105,105,0,0,,,,3.190063697,3.455090296,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",119538,27/06/2024,,Approved,Reverse Cycle,,Class 11,TRUE,,,TRUE,FALSE,FALSE,,3.3297,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4072,,Variable output compressor,Inverter,,,,7.84,,,,,,,,,,,,,,,,,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.429,3.6864
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,RAS-11HNBRMQ1/RCI-1.5FSKDNQ/RCI-3.0FSKDNQ,,,HITACHI,4.96,Non Ducted,Multiple split - VRF,,Air,Air,China,8.87,26.04,31,,0,0,0,,9.42,33.9,Enthalpy Test Room,3.2789,3.5803,TRUE,0,,105,105,0,0,,,,3.155976291,3.446804486,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",119539,27/06/2024,,Approved,Reverse Cycle,,Class 11,TRUE,,,TRUE,FALSE,FALSE,,3.2789,Available,,,,http://www.hitachi.com.au,TRUE,,,AAC4074,,Variable output compressor,Inverter,,,,8.87,,,,,,,,,,,,,,,,,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3605,3.4681
